000007bc,00000001,000ffffe,18
000007f8,00000002,000ffffe,44
000007cc,00000002,000ffffe,57
000007f0,00000001,000ffffe,127
00000810,00000002,000ffffe,166
00000804,00000011,00080040,179
00000810,00000002,000ffffe,183
00000838,00000001,000ffffe,255
00000834,00000007,00080400,362
00000834,00000007,00080400,413
000007f0,00000001,000ffffe,433
00000848,00000001,000ffffe,462
00000840,00000001,000ffffe,477
000007cc,00000002,000ffffe,550
000007d4,0000000a,00080400,610
00000834,00000007,00080400,617
00000834,00000007,00080400,702
000007c4,00000001,000ffffe,803
00000848,00000001,000ffffe,921
00000810,00000002,000ffffe,965
00000838,00000001,000ffffe,986
000007d4,0000000a,00080400,1086
00000840,00000001,000ffffe,1123
000007c4,00000001,000ffffe,1194
000007d4,0000000a,00080400,1239
000007c4,00000001,000ffffe,1296
00000844,00000001,000ffffe,1345
000007d4,0000000a,00080400,1443
00000818,00000011,00080485,1559
00000838,00000001,000ffffe,1598
00000808,00000001,000ffffe,1626
000007d8,00000001,000ffffe,1656
000007c4,00000001,000ffffe,1687
00000834,00000007,00080400,1773
00000838,00000001,000ffffe,1887
00000804,00000011,00080047,1947
00000810,00000002,000ffffe,2002
00000840,00000001,000ffffe,2116
000007c4,00000001,000ffffe,2238
00000808,00000001,000ffffe,2347
00000828,00000002,000ffffe,2403
000007cc,00000002,000ffffe,2495
00000834,00000007,00080400,2562
00000820,00000001,000ffffe,2571
00000840,00000001,000ffffe,2643
00000828,00000002,000ffffe,2760
000007d4,0000000a,00080400,2810
000007d8,00000001,000ffffe,2870
000007c4,00000001,000ffffe,2969
00000834,00000007,00080400,3089
000007d4,0000000a,00080400,3133
00000804,00000011,0008004b,3161
00000838,00000001,000ffffe,3220
000007c4,00000001,000ffffe,3258
000007d8,00000001,000ffffe,3261
000007f8,00000002,000ffffe,3264
000007cc,00000002,000ffffe,3345
00000810,00000002,000ffffe,3386
00000810,00000002,000ffffe,3471
000007c4,00000001,000ffffe,3513
000007f8,00000002,000ffffe,3536
00000844,00000001,000ffffe,3562
00000834,00000007,00080400,3582
00000840,00000001,000ffffe,3663
00000808,00000001,000ffffe,3707
00000818,00000011,00080486,3793
00000818,00000011,00080486,3844
00000840,00000001,000ffffe,3918
000007d8,00000001,000ffffe,4043
00000844,00000001,000ffffe,4106
000007d4,0000000a,00080400,4211
00000844,00000001,000ffffe,4266
00000840,00000001,000ffffe,4282
000007c4,00000001,000ffffe,4370
000007f8,00000002,000ffffe,4495
00000838,00000001,000ffffe,4604
00000840,00000001,000ffffe,4707
00000828,00000002,000ffffe,4824
00000844,00000001,000ffffe,4929
000007cc,00000002,000ffffe,4967
00000848,00000001,000ffffe,5049
000007d8,00000001,000ffffe,5155
00000810,00000002,000ffffe,5212
00000840,00000001,000ffffe,5285
00000848,00000001,000ffffe,5338
00000818,00000011,00080484,5381
000007d4,0000000a,00080400,5452
00000804,00000011,00080054,5514
000007c4,00000001,000ffffe,5526
00000818,00000011,00080485,5636
000007f0,00000001,000ffffe,5683
00000844,00000001,000ffffe,5779
00000808,00000001,000ffffe,5907
000007f0,00000001,000ffffe,5955
00000810,00000002,000ffffe,6028
000007f8,00000002,000ffffe,6144
000007d4,0000000a,00080400,6258
000007cc,00000002,000ffffe,6351
00000840,00000001,000ffffe,6465
000007c4,00000001,000ffffe,6587
00000828,00000002,000ffffe,6633
000007c4,00000001,000ffffe,6655
00000810,00000002,000ffffe,6732
00000828,00000002,000ffffe,6786
000007f8,00000002,000ffffe,6797
00000808,00000001,000ffffe,6866
000007d8,00000001,000ffffe,6981
00000820,00000001,000ffffe,7039
000007d4,0000000a,00080400,7125
00000808,00000001,000ffffe,7155
00000804,00000011,0008005a,7255
00000838,00000001,000ffffe,7297
00000818,00000011,00080484,7326
00000834,00000007,00080400,7387
00000820,00000001,000ffffe,7481
00000820,00000001,000ffffe,7515
00000828,00000002,000ffffe,7517
00000810,00000002,000ffffe,7582
000007d8,00000001,000ffffe,7678
000007cc,00000002,000ffffe,7728
000007f8,00000002,000ffffe,7766
00000818,00000011,00080485,7768
00000848,00000001,000ffffe,7776
00000834,00000007,00080400,7778
000007c4,00000001,000ffffe,7794
00000810,00000002,000ffffe,7820
000007c4,00000001,000ffffe,7896
000007cc,00000002,000ffffe,8000
000007d4,0000000a,00080400,8060
00000834,00000007,00080400,8067
00000848,00000001,000ffffe,8082
00000804,00000011,0008005d,8173
00000848,00000001,000ffffe,8259
000007c4,00000001,000ffffe,8294
000007cc,00000002,000ffffe,8313
