00000628,00000001,18
00000630,00000002,300
00000638,00000007,446
0000063c,00000001,511
00000644,00000001,547
0000063c,00000001,805
000006ac,00000002,1207
00000688,0000000a,1416
00000680,00000002,1509
00000680,00000002,1560
000006d4,00000001,1585
000006b8,00000011,1886
000006ec,00000001,2013
00000678,00000001,2085
00000688,0000000a,2402
000006ac,00000002,2788
0000077c,00000007,3262
00000760,00000011,3507
00000758,00000002,3610
00000714,00000002,3909
0000078c,00000001,4058
00000740,00000002,4406
00000760,00000011,4595
00000780,00000001,4906
00000750,00000001,5070
000006ec,00000001,5392
000006a4,00000001,5825
00000678,00000001,6042
000006bc,00000001,6151
000006dc,00000002,6207
000006ac,00000002,6235
00000688,0000000a,6529
000006cc,00000011,6951
000006ec,00000001,7143
0000077c,00000007,7525
0000078c,00000001,7947
00000768,00000001,8401
00000790,00000001,8900
00000770,00000002,9151
000006cc,00000011,9531
000006ac,00000002,9699
000006e8,00000007,9796
000006bc,00000001,10108
000006f8,00000001,10507
000006dc,00000002,10708
000006cc,00000011,11095
00000750,00000001,11505
00000714,00000002,11959
00000750,00000001,12185
0000071c,0000000a,12308
00000768,00000001,12596
0000074c,00000011,12761
00000780,00000001,12820
0000070c,00000001,12858
00000738,00000001,13117
0000078c,00000001,13247
00000688,0000000a,13593
00000680,00000002,13754
00000680,00000002,13839
000006d4,00000001,13881
000006f8,00000001,13903
000006cc,00000011,14202
000006f8,00000001,14328
00000680,00000002,14672
0000068c,00000001,14843
000006b8,00000011,15185
000006fc,00000001,15604
00000768,00000001,15822
0000070c,00000001,16203
00000738,00000001,16394
0000078c,00000001,16490
0000077c,00000007,16816
00000738,00000001,17210
0000070c,00000001,17682
000006ac,00000002,18191
000006b8,00000011,18700
00000678,00000001,19171
000006b8,00000011,19431
000006dc,00000002,19778
00000738,00000001,20198
00000770,00000002,20410
0000078c,00000001,20515
0000071c,0000000a,20817
00000780,00000001,20955
0000071c,0000000a,21038
00000740,00000002,21339
00000750,00000001,21493
0000070c,00000001,21571
00000740,00000002,21883
000006f8,00000001,22038
000006c4,00000002,22389
000006ec,00000001,22835
000006fc,00000001,23059
000006cc,00000011,23459
000006fc,00000001,23875
00000768,00000001,24331
0000070c,00000001,24831
00000788,00000001,25321
0000074c,00000011,25822
00000770,00000002,26050
00000788,00000001,26171
000006fc,00000001,26472
000006f4,00000001,26623
000006ac,00000002,26700
000006cc,00000011,27025
000006ec,00000001,27404
000006bc,00000001,27602
000006a4,00000001,27973
0000068c,00000001,28159
00000768,00000001,28492
00000750,00000001,28659
0000074c,00000011,28759
00000788,00000001,29057
00000720,00000001,29454
0000078c,00000001,29653
00000780,00000001,29753
00000788,00000001,30043
00000758,00000002,30429
000006a4,00000001,30621
000006fc,00000001,30718
000006f4,00000001,30767
000006ac,00000002,30793
00000680,00000002,30806
000006c4,00000002,30813
000006e8,00000007,30822
000006f4,00000001,31090
000006f8,00000001,31499
000006fc,00000001,31704
00000678,00000001,31807
00000680,00000002,31860
000006e8,00000007,32131
000006cc,00000011,32546
00000740,00000002,32734
00000740,00000002,32836
00000750,00000001,33126
0000070c,00000001,33272
00000740,00000002,33618
00000758,00000002,33791
00000768,00000001,33877
00000720,00000001,33921
00000768,00000001,34183
00000740,00000002,34587
000006d4,00000001,34788
000006cc,00000011,35177
000006cc,00000011,35364
00000680,00000002,35443
000006f4,00000001,35761
000006a4,00000001,35921
000006fc,00000001,36273
000006ac,00000002,36722
00000750,00000001,37185
00000714,00000002,37690
0000070c,00000001,38181
00000768,00000001,38667
000006bc,00000001,39150
000006dc,00000002,39393
000006f8,00000001,39753
000006cc,00000011,39950
000006f8,00000001,40025
000006d4,00000001,40071
00000680,00000002,40335
000006f4,00000001,40466
000006e8,00000007,40810
00000758,00000002,41246
00000758,00000002,41467
0000070c,00000001,41577
00000740,00000002,41634
00000714,00000002,41902
00000790,00000001,42307
0000078c,00000001,42782
0000078c,00000001,43020
000006bc,00000001,43379
00000678,00000001,43559
000006bc,00000001,43889
00000688,0000000a,44335
00000678,00000001,44545
000006c4,00000002,44656
000006f4,00000001,44950
000006cc,00000011,45114
0000077c,00000007,45450
0000078c,00000001,45889
0000070c,00000001,46112
00000768,00000001,46224
0000070c,00000001,46520
00000788,00000001,46908
00000738,00000001,47374
000006a4,00000001,48132
000006e8,00000007,48265
000006c4,00000002,48324
000006c4,00000002,48596
000006c4,00000002,49004
000006c4,00000002,49480
000006b8,00000740,49734
00000740,00000002,49990
